word,part_of_speech,phonetic,definition,example,synonyms,antonyms,usage_notes,audio_url,image_url,level
modify,verb,/ˈmɒdɪfaɪ/,减轻或缓和,please modify this letter to make it more polite,qualify;change;alter,,add | accelerate;acerbate;acetylate;achromatize;activate;activate;activate;activate;adjust;affect;affect;age;alchemize;alcoholize;alkalinize;allegorize;alter;americanize;angulate;animize;antiquate;antique;archaize;arterialize;ash;assimilate;automatize;automatize;awaken;barb;barbarize;bestialize;better;blind;blister;blunt;blur;blur;boil;break;break down;brighten;bring;bring;brutalize;bubble;calcify;camp;capture;cause to sleep;centralize;change intensity;change taste;charge;charge;chasten;check;circularize;civilize;clarify;classicize;clean;clear;clot;cloud;coarsen;coarsen;cohere;color;commercialize;communize;commute;complicate;complicate;condense;confuse;constitutionalize;contaminate;conventionalize;convert;convert;convert;cook;cool;corrupt;counterchange;crack;cry;customize;damage;darken;de-emphasize;deaden;deaden;deaminate;decarboxylate;decelerate;decentralize;decimalize;decorate;decrease;decrepitate;deflate;deform;dehydrogenate;demagnetize;demist;democratize;demonize;demulsify;demythologize;denationalize;denaturalize;denaturalize;denature;denature;denature;deodorize;depersonalize;depolarize;desensitize;desensitize;destabilize;detransitivize;devalue;develop;develop;devilize;digitize;dinge;dirty;disable;discolor;disharmonize;disintegrate;disorder;disqualify;dissimilate;dissolve;dissolve;diversify;dizzy;domesticate;dope;draw;dry;dull;dull;dynamize;dynamize;ease up;edit;edit;embrittle;empty;emulsify;enable;end;equal;eroticize;estrange;etherealize;etiolate;etiolate;europeanize;europeanize;evaporate;even;excite;excite;extend;exteriorize;fatten;feminize;fertilize;fill;fix;flatten;flocculate;freeze;frenchify;full;gelatinize;glamorize;glorify;habituate;harmonize;harshen;heat;hue;humanize;humble;hydrogenate;immaterialize;immortalize;inactivate;incandesce;increase;indispose;industrialize;inflate;inform;inseminate;insulate;intensify;internationalize;introvert;invalidate;invert;iodinate;ionate;islamize;isomerize;laicize;legitimate;lend;liberalize;lifehack;lift;liquefy;loosen;loosen;louden;lower;lubricate;magnetize;make;make;make;mark;masculinize;masculinize;mechanize;mechanize;militarize;militarize;mince;mix;morph;muddy;mythologize;nationalize;nationalize;naturalize;naturalize;nazify;neutralize;neutralize;nick;normalize;obfuscate;obscure;obscure;occidentalize;officialize;opacify;opalize;opsonize;orientalize;ossify;outmode;oxidize;oxygenize;paganize;pall;parallel;patent;personalize;piggyback;plasticize;poison;polarize;politicize;port;professionalize;proof;prostrate;purify;put;radicalize;rarefy;rarefy;rationalize;recombine;recommend;reconstruct;refine;reflate;reform;refresh;relax;remodel;restore;revolutionize;right;right;ripen;romanticize;round off;rusticate;sanitize;saponify;saturate;sauce;schematize;scramble;sensitize;sensitize;sensitize;sentimentalize;set;sexualize;shade;shake;shallow;shape;sharpen;sharpen;shift;shorten;simplify;slenderize;smut;sober;socialize;soften;solemnize;solvate;spice;spike;sputter;stabilize;stain;steepen;stiffen;still;straighten;strengthen;string;substitute;suburbanize;supercharge;supple;suspend;suspend;sweeten;switch;symmetrize;synchronize;tame;tender;tense;territorialize;thicken;think;tighten;tone down;touch;transaminate;transfigure;transform;transform;transform;transform;transform;transitivize;translate;transmute;transpose;turn;turn back;uglify;unclutter;uniformize;unite;unite;unsanctify;unscramble;unsex;untie;untune;urbanize;urbanize;validate;variegate;vascularize;ventilate;verbify;vesiculate;visualize;vitalize;vitrify;vivify;volatilize;vulgarise;warm;weaken;weaponize;wet;widen;worsen | hypernyms:change;add | hyponyms:attemper;buffer;corrupt;cream;cushion;inflect;optimize;qualify;soup up;specialize;syncopate;temper;update;accelerate;acerbate;acetylate;achromatize;activate;adjust;affect;age;alchemize;alcoholize;alkalinize;allegorize;alter;americanize;angulate;animize;antiquate;antique;archaize;arterialize;ash;assimilate;automatize;awaken;barb;barbarize;bestialize;better;blind;blister;blunt;blur;boil;break;break down;brighten;bring;brutalize;bubble;calcify;camp;capture;cause to sleep;centralize;change intensity;change taste;charge;chasten;check;circularize;civilize;clarify;classicize;clean;clear;clot;cloud;coarsen;cohere;color;commercialize;communize;commute;complicate;condense;confuse;constitutionalize;contaminate;conventionalize;convert;cook;cool;counterchange;crack;cry;customize;damage;darken;de-emphasize;deaden;deaminate;decarboxylate;decelerate;decentralize;decimalize;decorate;decrease;decrepitate;deflate;deform;dehydrogenate;demagnetize;demist;democratize;demonize;demulsify;demythologize;denationalize;denaturalize;denature;deodorize;depersonalize;depolarize;desensitize;destabilize;detransitivize;devalue;develop;devilize;digitize;dinge;dirty;disable;discolor;disharmonize;disintegrate;disorder;disqualify;dissimilate;dissolve;diversify;dizzy;domesticate;dope;draw;dry;dull;dynamize;ease up;edit;embrittle;empty;emulsify;enable;end;equal;eroticize;estrange;etherealize;etiolate;europeanize;evaporate;even;excite;extend;exteriorize;fatten;feminize;fertilize;fill;fix;flatten;flocculate;freeze;frenchify;full;gelatinize;glamorize;glorify;habituate;harmonize;harshen;heat;hue;humanize;humble;hydrogenate;immaterialize;immortalize;inactivate;incandesce;increase;indispose;industrialize;inflate;inform;inseminate;insulate;intensify;internationalize;introvert;invalidate;invert;iodinate;ionate;islamize;isomerize;laicize;legitimate;lend;liberalize;lifehack;lift;liquefy;loosen;louden;lower;lubricate;magnetize;make;mark;masculinize;mechanize;militarize;mince;mix;morph;muddy;mythologize;nationalize;naturalize;nazify;neutralize;nick;normalize;obfuscate;obscure;occidentalize;officialize;opacify;opalize;opsonize;orientalize;ossify;outmode;oxidize;oxygenize;paganize;pall;parallel;patent;personalize;piggyback;plasticize;poison;polarize;politicize;port;professionalize;proof;prostrate;purify;put;radicalize;rarefy;rationalize;recombine;recommend;reconstruct;refine;reflate;reform;refresh;relax;remodel;restore;revolutionize;right;ripen;romanticize;round off;rusticate;sanitize;saponify;saturate;sauce;schematize;scramble;sensitize;sentimentalize;set;sexualize;shade;shake;shallow;shape;sharpen;shift;shorten;simplify;slenderize;smut;sober;socialize;soften;solemnize;solvate;spice;spike;sputter;stabilize;stain;steepen;stiffen;still;straighten;strengthen;string;substitute;suburbanize;supercharge;supple;suspend;sweeten;switch;symmetrize;synchronize;tame;tender;tense;territorialize;thicken;think;tighten;tone down;touch;transaminate;transfigure;transform;transitivize;translate;transmute;transpose;turn;turn back;uglify;unclutter;uniformize;unite;unsanctify;unscramble;unsex;untie;untune;urbanize;validate;variegate;vascularize;ventilate;verbify;vesiculate;visualize;vitalize;vitrify;vivify;volatilize;vulgarise;warm;weaken;weaponize;wet;widen;worsen,,,托福雅思词汇
outsource,verb,/aʊtˈsɔːs/,从外部供应商处获取商品或服务,to contract work out,,,hypernyms:source,,,托福雅思词汇
permeate,verb,/ˈpɜː.mi.eɪt/,扩散或传播,An atmosphere of distrust has permeated this administration,pervade;penetrate;interpenetrate;diffuse;imbue;riddle;percolate;sink in;filter,,pervade | penetrate | infiltrate;infiltrate | invade | hypernyms:penetrate | hyponyms:spiritize;infiltrate;invade,,,托福雅思词汇
persist,verb,/pəˈsɪst/,留下来,The smell stayed in the room,prevail;die hard;run;endure;persevere;hang in;hang on;hold on;remain;stay,,remain | stay | continue | ask for it;obstinate;plug;stick to | linger;stick | hypernyms:continue | hyponyms:carry over;reverberate;ask for it;obstinate;plug;stick to;linger;stick,,,托福雅思词汇
precede,verb,/prɪˈsiːd/,附上前言或引言,She always precedes her lectures with a joke,predate;forego;forgo;antecede;antedate;come before;lead;preface;premise;introduce,postdate;succeed;follow,preface | travel | state | preamble;prologize | hypernyms:lie;travel;state | hyponyms:lead;preamble;prologize,,,托福雅思词汇
preserve,verb,/prɪˈzɜːv/,防止（食物）腐烂,preserved meats,continue;uphold;carry on;bear on;conserve;maintain;keep up;save;keep,discontinue,keep | cook | protect | embalm;hold the line;plastinate | conserve;record | can;conserve;corn;cure;dehydrate;freeze-dry;pickle;refrigerate;salt | hypernyms:keep;cook;protect | hyponyms:mummify;perpetuate;persevere;prolong;resume;embalm;hold the line;plastinate;conserve;record;can;corn;cure;dehydrate;freeze-dry;pickle;refrigerate;salt,,,托福雅思词汇
proceed,verb,prəˈsiːd,遵循特定路线,The inauguration went well,continue;go on;carry on;go forward;go;move;go along;keep,discontinue,travel | act | happen | head;limp;roar;trace;wander | steamroller;venture;work | do;drag | hold;ride;run on | hypernyms:talk;travel;act;happen | hyponyms:ramble on;segue;head;limp;roar;trace;wander;steamroller;venture;work;do;drag;hold;ride;run on,,,托福雅思词汇
proceed,verb,prəˈsiːd,继续前进,travel onward in time or space,continue;go on;carry on;go forward;go;move;go along;keep,discontinue,travel | act | happen | head;limp;roar;trace;wander | steamroller;venture;work | do;drag | hold;ride;run on | hypernyms:talk;travel;act;happen | hyponyms:ramble on;segue;head;limp;roar;trace;wander;steamroller;venture;work;do;drag;hold;ride;run on,,,托福雅思词汇
promote,verb,prəˈməʊt,晋升或提拔至更高职位,John was kicked upstairs when a replacement was hired,advance;boost;further;encourage;upgrade;kick upstairs;raise;elevate;advertise;advertize;push,demote,delegate | praise | change | play | brevet;bring up;ennoble;prefer;spot promote;tenure | bill;crusade;plug;propagandize | queen | hypernyms:support;delegate;praise;change;play | hyponyms:carry;connive at;contribute;feed;foster;help;spur;brevet;bring up;ennoble;prefer;spot promote;tenure;bill;crusade;plug;propagandize;queen,,,托福雅思词汇
quarrel,verb,/ˈkwɒrəl/,对某事有分歧,We quarreled over the question as to who discovered America,dispute;scrap;argufy;altercate,,hypernyms:argue | hyponyms:brawl;fall out;polemize;spat,,,托福雅思词汇
range,verb,/reɪndʒ/,有序排列或按逻辑顺序排列成一行或类似一行,lay out the clothes,run;roll;wander;swan;stray;tramp;roam;cast;ramble;rove;drift;vagabond;straddle;array;lay out;set out;crop;browse;graze;pasture;rate;rank;order;grade;place,,travel | constitute | arrange | feed | evaluate | carry | spread-eagle | compart | downgrade;prioritize;reorder;seed;sequence;shortlist;subordinate;superordinate;upgrade | hypernyms:be;travel;constitute;arrange;feed;evaluate | hyponyms:gallivant;maunder;carry;spread-eagle;compart;downgrade;prioritize;reorder;seed;sequence;shortlist;subordinate;superordinate;upgrade,,,托福雅思词汇
range,verb,/reɪndʒ/,范围或延伸至,occupy a certain area,run;roll;wander;swan;stray;tramp;roam;cast;ramble;rove;drift;vagabond;straddle;array;lay out;set out;crop;browse;graze;pasture;rate;rank;order;grade;place,,travel | constitute | arrange | feed | evaluate | carry | spread-eagle | compart | downgrade;prioritize;reorder;seed;sequence;shortlist;subordinate;superordinate;upgrade | hypernyms:be;travel;constitute;arrange;feed;evaluate | hyponyms:gallivant;maunder;carry;spread-eagle;compart;downgrade;prioritize;reorder;seed;sequence;shortlist;subordinate;superordinate;upgrade,,,托福雅思词汇
range,verb,/reɪndʒ/,在限度内改变或有所不同,Estimates for the losses in the earthquake range as high as  billion,run;roll;wander;swan;stray;tramp;roam;cast;ramble;rove;drift;vagabond;straddle;array;lay out;set out;crop;browse;graze;pasture;rate;rank;order;grade;place,,run | travel | constitute | arrange | feed | evaluate | carry | spread-eagle | compart | downgrade;prioritize;reorder;seed;sequence;shortlist;subordinate;superordinate;upgrade | hypernyms:be;travel;constitute;arrange;feed;evaluate | hyponyms:gallivant;maunder;carry;spread-eagle;compart;downgrade;prioritize;reorder;seed;sequence;shortlist;subordinate;superordinate;upgrade,,,托福雅思词汇
range,verb,/reɪndʒ/,有一个范围,"be capable of projecting over a certain distance, as of a gun",run;roll;wander;swan;stray;tramp;roam;cast;ramble;rove;drift;vagabond;straddle;array;lay out;set out;crop;browse;graze;pasture;rate;rank;order;grade;place,,travel | constitute | arrange | feed | evaluate | carry | spread-eagle | compart | downgrade;prioritize;reorder;seed;sequence;shortlist;subordinate;superordinate;upgrade | hypernyms:be;travel;constitute;arrange;feed;evaluate | hyponyms:gallivant;maunder;carry;spread-eagle;compart;downgrade;prioritize;reorder;seed;sequence;shortlist;subordinate;superordinate;upgrade,,,托福雅思词汇
reform,verb,/rɪˈfɔːm/,变得更好,The lazy student promised to reform,reclaim;regenerate;rectify;straighten out;see the light,,straighten out | see the light | change | create from raw material | change integrity | better | hypernyms:better;change;create from raw material;change integrity | hyponyms:moralize,,,托福雅思词汇
reform,verb,/rɪˈfɔːm/,,break up the molecules of,reclaim;regenerate;rectify;straighten out;see the light,,change | create from raw material | change integrity | better | hypernyms:better;change;create from raw material;change integrity | hyponyms:moralize,,,托福雅思词汇
reform,verb,/rɪˈfɔːm/,,produce by cracking,reclaim;regenerate;rectify;straighten out;see the light,,change | create from raw material | change integrity | better | hypernyms:better;change;create from raw material;change integrity | hyponyms:moralize,,,托福雅思词汇
reform,verb,/rɪˈfɔːm/,引导、带领或迫使放弃错误或邪恶的生活方式和行为，转而采纳正确的道路。,The Church reformed me,reclaim;regenerate;rectify;straighten out;see the light,,reclaim | regenerate | rectify | change | create from raw material | change integrity | better | hypernyms:better;change;create from raw material;change integrity | hyponyms:moralize,,,托福雅思词汇
regulate,verb,/ˈrɛɡjʊleɪt/,调整时间、数量、程度或速率,regulate the temperature,modulate;regularize;regularise;order;govern;determine;shape;mold;influence;baffle,deregulate,decide | cause | restrict | carry weight;decide;dispose;index;indispose;miscreate;pace;predetermine;reshape;time | hypernyms:adjust;decide;cause;restrict | hyponyms:standardize;zone;carry weight;decide;dispose;index;indispose;miscreate;pace;predetermine;reshape;time,,,托福雅思词汇
regulate,verb,/ˈrɛɡjʊleɪt/,符合规则、原则或惯例,impose regulations,modulate;regularize;regularise;order;govern;determine;shape;mold;influence;baffle,deregulate,regularize | decide | cause | restrict | carry weight;decide;dispose;index;indispose;miscreate;pace;predetermine;reshape;time | hypernyms:adjust;decide;cause;restrict | hyponyms:standardize;zone;carry weight;decide;dispose;index;indispose;miscreate;pace;predetermine;reshape;time,,,托福雅思词汇
reject,verb,/rɪˈdʒɛkt/,拒绝接受或承认,I reject the idea of starting a war,refuse;pass up;turn down;decline;disapprove;spurn;freeze off;scorn;pooh-pooh;disdain;resist;turn away;rule out;eliminate;winnow out,accept;approve;admit,evaluate | refuse | react | bounce;dishonor | deprecate;deter;object | rebuff | hypernyms:evaluate;refuse;react | hyponyms:disbelieve;dismiss;disown;recuse;reprobate;repudiate;bounce;dishonor;deprecate;deter;object;rebuff,,,托福雅思词汇
reject,verb,/rɪˈdʒɛkt/,拒绝入场或入会,They turned away hundreds of fans,refuse;pass up;turn down;decline;disapprove;spurn;freeze off;scorn;pooh-pooh;disdain;resist;turn away;rule out;eliminate;winnow out,accept;approve;admit,evaluate | refuse | react | bounce;dishonor | deprecate;deter;object | rebuff | hypernyms:evaluate;refuse;react | hyponyms:disbelieve;dismiss;disown;recuse;reprobate;repudiate;bounce;dishonor;deprecate;deter;object;rebuff,,,托福雅思词汇
release,verb,/rɪˈliːs/,放弃财产或权利,I am relinquishing my bedroom to the long-term house guest,let go of;let go;relinquish;free;liberate;unloose;unloosen;loose;turn;publish;bring out;put out;issue;exhaust;discharge;expel;eject;secrete;resign;give up;unblock;unfreeze,hold;confine;block;freeze,publicize | exude | issue | pass | generate | bail;bail out;parole;run;unchain;unspell | deflate;throw | edit | abort;blow;ejaculate;emit;excrete;expectorate;fester;ovulate;shed blood;spew | water | declassify | derequisition;sacrifice | hypernyms:transmit;publicize;exude;issue;pass;generate | hyponyms:bring out;discharge;disengage;pop;toggle;unclasp;unhand;unleash;bail;bail out;parole;run;unchain;unspell;deflate;throw;edit;abort;blow;ejaculate;emit;excrete;expectorate;fester;ovulate;shed blood;spew;water;declassify;derequisition;sacrifice,,,托福雅思词汇
resist,verb,/rɪˈzɪst/,承受某物的力量,The trees resisted her,defy;refuse;hold out;withstand;stand firm;protest;dissent;stand;fend;reject;balk;baulk;jib,lend oneself;surrender,stand | fight | oppose | react | disobey | defy;hold off;outbrave;stand;stand out;stand up | demonstrate;rebel;rebel;strike | hypernyms:elude;fight;oppose;react;disobey | hyponyms:beggar;defy;hold off;outbrave;stand;stand out;stand up;demonstrate;rebel;strike,,,托福雅思词汇
resolve,verb,/rɪˈzɒlv/,找到解决方案,solve an equation,decide;settle;adjudicate;conclude;purpose;answer;solve;dissolve;break up,,solve | agree | decide | spot | calculate | change integrity | settle | factorize | cut;melt | hypernyms:end;agree;decide;solve;spot;calculate;change integrity | hyponyms:adjust;judge;settle;factorize;cut;melt,,,托福雅思词汇
resolve,verb,/rɪˈzɒlv/,,make clearly visible,decide;settle;adjudicate;conclude;purpose;answer;solve;dissolve;break up,,agree | decide | solve | spot | calculate | change integrity | settle | factorize | cut;melt | hypernyms:end;agree;decide;solve;spot;calculate;change integrity | hyponyms:adjust;judge;settle;factorize;cut;melt,,,托福雅思词汇
restrict,verb,/rɪˈstrɪkt/,限制（范围、数量或访问）,restrict the use of this parking lot,curtail;curb;cut back;restrain;trammel;limit;bound;confine;throttle;qualify,derestrict,control | modify | classify;localize;scant;taboo | baffle;clamp down;draw the line;gate;hamper;inhibit;mark off;reduce;restrain;rule;stiffen;tie | hypernyms:limit;control;modify | hyponyms:abridge;immobilize;classify;localize;scant;taboo;baffle;clamp down;draw the line;gate;hamper;inhibit;mark off;reduce;restrain;rule;stiffen;tie,,,托福雅思词汇
restrict,verb,/rɪˈstrɪkt/,限制下放置,limit access to by law,curtail;curb;cut back;restrain;trammel;limit;bound;confine;throttle;qualify,derestrict,control | modify | classify;localize;scant;taboo | baffle;clamp down;draw the line;gate;hamper;inhibit;mark off;reduce;restrain;rule;stiffen;tie | hypernyms:limit;control;modify | hyponyms:abridge;immobilize;classify;localize;scant;taboo;baffle;clamp down;draw the line;gate;hamper;inhibit;mark off;reduce;restrain;rule;stiffen;tie,,,托福雅思词汇
restructure,verb,/ˌriːˈstrʌktʃər/,重新构建或赋予新结构,"After his accident, he had to restructure his life",reconstitute,,reconstitute | hypernyms:structure,,,托福雅思词汇
retain,verb,/rɪˈteɪn/,妥善保管以备将来使用或应用,The landlord retained the security deposit,continue;keep;keep on;hold;keep back;hold back,,prolong | keep | remember | hypernyms:hold;prolong;keep;remember | hyponyms:hold down,,,托福雅思词汇
retain,verb,/rɪˈteɪn/,允许留在某地或保持某种状态或特性。,We cannot continue several servants any longer,continue;keep;keep on;hold;keep back;hold back,,continue | prolong | keep | remember | hypernyms:hold;prolong;keep;remember | hyponyms:hold down,,,托福雅思词汇
retain,verb,/rɪˈteɪn/,克制内敛,This soil retains water,continue;keep;keep on;hold;keep back;hold back,,prolong | keep | remember | hypernyms:hold;prolong;keep;remember | hyponyms:hold down,,,托福雅思词汇
rotate,verb,/rəʊˈteɪt/,绕轴或中心旋转,Rotate the handle,revolve;go around;circumvolve;turn out;splay;spread out,,alternate | serve | turn | grow | birl;crank;whirl | hypernyms:turn;alternate;serve;grow | hyponyms:screw;spin;twirl;wheel;birl;crank;whirl,,,托福雅思词汇
rotate,verb,/rəʊˈteɪt/,定期交换,We rotate the lead soprano every night,revolve;go around;circumvolve;turn out;splay;spread out,,alternate | serve | turn | grow | birl;crank;whirl | hypernyms:turn;alternate;serve;grow | hyponyms:screw;spin;twirl;wheel;birl;crank;whirl,,,托福雅思词汇
settle,verb,/ˈsɛt(ə)l/,定居或发展为居住地,He settled the farm  years ago,settle down;decide;resolve;adjudicate;square off;square up;determine;locate;reconcile;patch up;make up;conciliate;sink;go down;go under;root;take root;steady down;subside;ensconce;get back;finalize;finalise;nail down;fall;descend,float,end | conclude | agree | descend | stabilize | become | build up | stop | arrange | accept | change | sink | put | contend | come | adjust;judge | clear;clinch;compromise;concert | colonize;resettle | make peace;propitiate | founder;submerge;subside | roost | clean up;liquidate;pay;pay;prorate;square | homestead | hypernyms:put;end;conclude;agree;descend;stabilize;become;build up;stop;arrange;accept;change;sink;contend;come | hyponyms:sediment;adjust;judge;clear;clinch;compromise;concert;colonize;resettle;make peace;propitiate;founder;submerge;subside;roost;clean up;liquidate;pay;prorate;square;homestead,,,托福雅思词汇
