word,part_of_speech,phonetic,definition,example,synonyms,antonyms,usage_notes,audio_url,image_url,level
salvage,noun,/ˈsælvɪdʒ/,营救船只、船员或货物免于海难或火灾的行为,,,,rescue | hypernyms:commodity;property;rescue,,,六级词汇
salvage,noun,/ˈsælvɪdʒ/,抢救,,,,rescue | hypernyms:commodity;property;rescue,,,六级词汇
salvage,noun,/ˈsælvɪdʒ/,抢救出的财产或物品,,,,rescue | hypernyms:commodity;property;rescue,,,六级词汇
salvation,noun,/salˈveɪʃən/,拯救某人或某物免受伤害或脱离困境；总统的主要关切是挽救他的政党。,,redemption,,means | safety | rescue | hypernyms:rescue;means;safety | hyponyms:absolution;conversion;expiation,,,六级词汇
salvation,noun,/salˈveɪʃən/,一种避免伤害或不幸的手段；旅游业是他们的经济救星；他们转向个人主义作为自己的救赎。,,redemption,,means | safety | rescue | hypernyms:rescue;means;safety | hyponyms:absolution;conversion;expiation,,,六级词汇
salvation,noun,/salˈveɪʃən/,免受伤害的状态,,redemption,,means | safety | rescue | hypernyms:rescue;means;safety | hyponyms:absolution;conversion;expiation,,,六级词汇
sanction,noun,/ˈsæŋkʃən/,社会规范执行的社会控制机制,,countenance;endorsement;indorsement;warrant;imprimatur;authority;authorization;authorisation,,social control | permission | authorization | benefit of clergy;name;nihil obstat | hypernyms:approval;social control;permission;authorization | hyponyms:nihil obstat;o.k.;visa;benefit of clergy;name,,,六级词汇
sanction,noun,/ˈsæŋkʃən/,最终授权行为；它获得了教会的批准。,,countenance;endorsement;indorsement;warrant;imprimatur;authority;authorization;authorisation,,social control | permission | authorization | benefit of clergy;name;nihil obstat | hypernyms:approval;social control;permission;authorization | hyponyms:nihil obstat;o.k.;visa;benefit of clergy;name,,,六级词汇
sanction,noun,/ˈsæŋkʃən/,正式且明确的批准；民主党人通常获得工会的认可。,,countenance;endorsement;indorsement;warrant;imprimatur;authority;authorization;authorisation,,social control | permission | authorization | benefit of clergy;name;nihil obstat | hypernyms:approval;social control;permission;authorization | hyponyms:nihil obstat;o.k.;visa;benefit of clergy;name,,,六级词汇
sanctuary,noun,/ˈsæŋktʃuəri/,供奉圣物的圣地,,refuge;asylum;chancel;bema,,shelter | area | harbor;safe house;safehold | hypernyms:place;shelter;area | hyponyms:holy of holies;tabernacle;harbor;safe house;safehold,,,六级词汇
sanitation,noun,/ˌsænɪˈteɪʃən/,消毒（通过灭菌使物品无菌）,,sanitization;sanitisation,,cleaning | hypernyms:sanitariness;cleaning,,,六级词汇
sanitation,noun,/ˌsænɪˈteɪʃən/,清洁卫生的状态,,sanitization;sanitisation,,cleaning | hypernyms:sanitariness;cleaning,,,六级词汇
sarcasm,noun,/ˈsɑːkæzəm/,尖刻言辞用以传达侮辱或轻蔑；他以讽刺激怒对手；对愚人而言讽刺纯属浪费；讽刺犹如一面镜子，观者通常能从中照见众生百态，唯独看不见自己——乔纳森·斯威夫特,,irony;satire;caustic remark,,hypernyms:wit,,,六级词汇
savage,noun,/ˈsævɪdʒ/,未开化民族的一员,,barbarian;beast;wolf;brute;wildcat,,attacker | hypernyms:primitive;attacker | hyponyms:cannibal;headhunter;hunter-gatherer;vandal,,,六级词汇
scenario,noun,/sɪˈnɑːrɪəʊ/,假设可能发生的事件序列；规划者针对可能遭受攻击的情况制定了多种应对方案。,,,,setting | premise | hypernyms:script;setting;premise,,,六级词汇
scenario,noun,/sɪˈnɑːrɪəʊ/,剧本（或文学作品的）梗概,,,,setting | premise | hypernyms:script;setting;premise,,,六级词汇
scenario,noun,/sɪˈnɑːrɪəʊ/,艺术作品或文学作品的背景设定；场景是法国大革命恐怖统治时期。,,,,setting | premise | hypernyms:script;setting;premise,,,六级词汇
scramble,noun,/ˈskræmbl/,一场草率而混乱的挣扎,,scuffle;scamper;scurry,,haste | hypernyms:struggle;haste,,,六级词汇
scrap,noun,skræp,一小块剩余物；她把它草草记在一张纸片上；一点也没剩下。,,bit;chip;flake;fleck;rubbish;trash;fight;fighting;combat,,waste | piece | conflict | debris;litter;scrap metal | affray;battering;beating;brawl;brush;close-quarter fighting;dogfight;duel;fencing;fistfight;gunfight;hassle;in-fighting;knife fight;rumble;set-to;shock;single combat | hypernyms:fragment;waste;piece;conflict | hyponyms:matchwood;scale;scurf;splinter;debris;litter;scrap metal;affray;battering;beating;brawl;brush;close-quarter fighting;dogfight;duel;fencing;fistfight;gunfight;hassle;in-fighting;knife fight;rumble;set-to;shock;single combat,,,六级词汇
scrape,noun,/skreɪp/,深躬退步（表示过分谦卑）；那些点头哈腰的举动并未打动他。,,scraping;scratch;scratching;abrasion;excoriation;scar;mark,,wound | bow | blemish | hypernyms:noise;wound;bow;blemish | hyponyms:graze;rope burn,,,六级词汇
scrape,noun,/skreɪp/,刺耳的刮擦声；小提琴弓的刮擦声让她分心。,,scraping;scratch;scratching;abrasion;excoriation;scar;mark,,wound | bow | blemish | hypernyms:noise;wound;bow;blemish | hyponyms:graze;rope burn,,,六级词汇
scrub,noun,skrʌb,用刷子、肥皂和水擦洗表面。,,chaparral;bush;scrubbing;scouring,,cleaning | hypernyms:vegetation;cleaning | hyponyms:swabbing,,,六级词汇
scrub,noun,skrʌb,由矮树或灌木组成的茂密植被,,chaparral;bush;scrubbing;scouring,,cleaning | hypernyms:vegetation;cleaning | hyponyms:swabbing,,,六级词汇
scrutiny,noun,/ˈskruːtɪni/,长时间凝视,,examination,,look | hypernyms:investigation;look | hyponyms:audit;autopsy;bank examination;checkup;comparison;endoscopy;fine-tooth comb;follow-up;going-over;gonioscopy;inspection;keratoscopy;once-over;ophthalmoscopy;palpation;rhinoscopy;scan;search;survey;testing;time and motion study,,,六级词汇
sculpture,noun,/ˈskʌlp.tʃə/,在三维空间中创建图形或设计,,carving,,art;fine arts | modeling | hypernyms:plastic art;solid figure;art;fine arts | hyponyms:bronze;bust;carving;marble;mobile;mold;relief;stabile;statue;modeling,,,六级词汇
sculpture,noun,/ˈskʌlp.tʃə/,三维立体造型艺术作品,,carving,,art;fine arts | modeling | hypernyms:plastic art;solid figure;art;fine arts | hyponyms:bronze;bust;carving;marble;mobile;mold;relief;stabile;statue;modeling,,,六级词汇
segregate,noun,/ˈsɛɡrɪɡeɪt/,被隔离或曾经被隔离的人,,,,hypernyms:person,,,六级词汇
sensation,noun,sɛnˈseɪʃən,对刺激的基本未加详述的感知；触觉,,esthesis;aesthesis;sense experience;sense impression;sense datum;ace;adept;champion;maven;mavin;virtuoso;genius;hotshot;star;superstar;whiz;whizz;wizard;wiz;sense;sentience;sentiency;sensory faculty,,expert | stir | excitement | faculty | track star | modality;sensitivity | hypernyms:perception;expert;stir;excitement;faculty | hyponyms:masking;smell;sound;synesthesia;taste;threshold;vision;track star;modality;sensitivity,,,六级词汇
sensation,noun,sɛnˈseɪʃən,一种普遍的兴奋感和高涨的兴趣；期待在我心中激起了一种介于希望与恐惧之间的感觉。,,esthesis;aesthesis;sense experience;sense impression;sense datum;ace;adept;champion;maven;mavin;virtuoso;genius;hotshot;star;superstar;whiz;whizz;wizard;wiz;sense;sentience;sentiency;sensory faculty,,expert | stir | excitement | faculty | track star | modality;sensitivity | hypernyms:perception;expert;stir;excitement;faculty | hyponyms:masking;smell;sound;synesthesia;taste;threshold;vision;track star;modality;sensitivity,,,六级词汇
sensation,noun,sɛnˈseɪʃən,轰动；新闻引起了轰动。,,esthesis;aesthesis;sense experience;sense impression;sense datum;ace;adept;champion;maven;mavin;virtuoso;genius;hotshot;star;superstar;whiz;whizz;wizard;wiz;sense;sentience;sentiency;sensory faculty,,expert | stir | excitement | faculty | track star | modality;sensitivity | hypernyms:perception;expert;stir;excitement;faculty | hyponyms:masking;smell;sound;synesthesia;taste;threshold;vision;track star;modality;sensitivity,,,六级词汇
sentiment,noun,/ˈsɛntɪmənt/,温柔、浪漫或怀旧的情感,,opinion;persuasion;view;thought,,belief | eyes;idea;judgment;pole;politics;preconception | hypernyms:feeling;belief | hyponyms:razbliuto;sentimentality;eyes;idea;judgment;pole;politics;preconception,,,六级词汇
sergeant,noun,/ˈsɑːdʒənt/,陆军、空军或海军陆战队中高于下士的若干士官军衔之一。,,police sergeant;serjeant-at-law;serjeant;sergeant-at-law,,lawman | barrister | buck sergeant;desk sergeant | hypernyms:noncommissioned officer;lawman;barrister | hyponyms:color sergeant;first sergeant;gunnery sergeant;master sergeant;recruiting-sergeant;senior master sergeant;sergeant major;staff sergeant;technical sergeant;buck sergeant;desk sergeant,,,六级词汇
serial,noun,/ˈsɪə.ri.əl/,一系列节目；喜剧系列；大师作品音乐会系列,,series;serial publication,,periodical | bimonthly;biweekly;monthly;quarterly;semimonthly;semiweekly;weekly | hypernyms:broadcast;periodical | hyponyms:soap opera;tetralogy;bimonthly;biweekly;monthly;quarterly;semimonthly;semiweekly;weekly,,,六级词汇
shaft,noun,ʃɑːft,长杆或长棍（尤指工具手柄或矛、箭等武器的杆身）,,shot;slam;dig;barb;jibe;gibe;beam;beam of light;light beam;ray;ray of light;shaft of light;irradiation;diaphysis;cock;prick;dick;pecker;peter;tool;putz;spear;lance;scape;rotating shaft;quill;calamus,,remark | rod | light | long bone | penis | weapon | passageway | upright | passage | rib | axle;thill | heat ray;high beam;laser beam;low beam;moonbeam;sunbeam | assegai;javelin;trident | elevator shaft;ventilation shaft;well | air shaft;downcast | camshaft;crankshaft;driveshaft;spindle;transmission shaft | hypernyms:line;remark;rod;light;long bone;penis;weapon;passageway;upright;passage;rib | hyponyms:cheap shot;axle;thill;heat ray;high beam;laser beam;low beam;moonbeam;sunbeam;assegai;javelin;trident;elevator shaft;ventilation shaft;well;air shaft;downcast;camshaft;crankshaft;driveshaft;spindle;transmission shaft,,,六级词汇
shaft,noun,ʃɑːft,竖井,,shot;slam;dig;barb;jibe;gibe;beam;beam of light;light beam;ray;ray of light;shaft of light;irradiation;diaphysis;cock;prick;dick;pecker;peter;tool;putz;spear;lance;scape;rotating shaft;quill;calamus,,remark | rod | light | long bone | penis | weapon | passageway | upright | passage | rib | axle;thill | heat ray;high beam;laser beam;low beam;moonbeam;sunbeam | assegai;javelin;trident | elevator shaft;ventilation shaft;well | air shaft;downcast | camshaft;crankshaft;driveshaft;spindle;transmission shaft | hypernyms:line;remark;rod;light;long bone;penis;weapon;passageway;upright;passage;rib | hyponyms:cheap shot;axle;thill;heat ray;high beam;laser beam;low beam;moonbeam;sunbeam;assegai;javelin;trident;elevator shaft;ventilation shaft;well;air shaft;downcast;camshaft;crankshaft;driveshaft;spindle;transmission shaft,,,六级词汇
shaft,noun,ʃɑːft,（建筑）柱身，即柱子的垂直部分。,,shot;slam;dig;barb;jibe;gibe;beam;beam of light;light beam;ray;ray of light;shaft of light;irradiation;diaphysis;cock;prick;dick;pecker;peter;tool;putz;spear;lance;scape;rotating shaft;quill;calamus,,remark | rod | light | long bone | penis | weapon | passageway | upright | passage | rib | axle;thill | heat ray;high beam;laser beam;low beam;moonbeam;sunbeam | assegai;javelin;trident | elevator shaft;ventilation shaft;well | air shaft;downcast | camshaft;crankshaft;driveshaft;spindle;transmission shaft | hypernyms:line;remark;rod;light;long bone;penis;weapon;passageway;upright;passage;rib | hyponyms:cheap shot;axle;thill;heat ray;high beam;laser beam;low beam;moonbeam;sunbeam;assegai;javelin;trident;elevator shaft;ventilation shaft;well;air shaft;downcast;camshaft;crankshaft;driveshaft;spindle;transmission shaft,,,六级词汇
shaft,noun,ʃɑːft,建筑物内的垂直通道（如电梯井）,,shot;slam;dig;barb;jibe;gibe;beam;beam of light;light beam;ray;ray of light;shaft of light;irradiation;diaphysis;cock;prick;dick;pecker;peter;tool;putz;spear;lance;scape;rotating shaft;quill;calamus,,remark | rod | light | long bone | penis | weapon | passageway | upright | passage | rib | axle;thill | heat ray;high beam;laser beam;low beam;moonbeam;sunbeam | assegai;javelin;trident | elevator shaft;ventilation shaft;well | air shaft;downcast | camshaft;crankshaft;driveshaft;spindle;transmission shaft | hypernyms:line;remark;rod;light;long bone;penis;weapon;passageway;upright;passage;rib | hyponyms:cheap shot;axle;thill;heat ray;high beam;laser beam;low beam;moonbeam;sunbeam;assegai;javelin;trident;elevator shaft;ventilation shaft;well;air shaft;downcast;camshaft;crankshaft;driveshaft;spindle;transmission shaft,,,六级词汇
shaft,noun,ʃɑːft,箭头指针长度的线条,,shot;slam;dig;barb;jibe;gibe;beam;beam of light;light beam;ray;ray of light;shaft of light;irradiation;diaphysis;cock;prick;dick;pecker;peter;tool;putz;spear;lance;scape;rotating shaft;quill;calamus,,remark | rod | light | long bone | penis | weapon | passageway | upright | passage | rib | axle;thill | heat ray;high beam;laser beam;low beam;moonbeam;sunbeam | assegai;javelin;trident | elevator shaft;ventilation shaft;well | air shaft;downcast | camshaft;crankshaft;driveshaft;spindle;transmission shaft | hypernyms:line;remark;rod;light;long bone;penis;weapon;passageway;upright;passage;rib | hyponyms:cheap shot;axle;thill;heat ray;high beam;laser beam;low beam;moonbeam;sunbeam;assegai;javelin;trident;elevator shaft;ventilation shaft;well;air shaft;downcast;camshaft;crankshaft;driveshaft;spindle;transmission shaft,,,六级词汇
shark,noun,/ʃɑːk/,众多细长、多为海洋食肉鱼类，具歪尾鳍，皮肤坚韧，覆盖细小齿状鳞片。,,,,wrongdoer | expert | usurer | hypernyms:elasmobranch;wrongdoer;expert | hyponyms:angel shark;carpet shark;cat shark;cow shark;dogfish;hammerhead;mackerel shark;nurse shark;requiem shark;sand tiger;thresher;whale shark;usurer,,,六级词汇
shark,noun,/ʃɑːk/,在某些方面技艺超群的人；牌场高手,,,,wrongdoer | expert | usurer | hypernyms:elasmobranch;wrongdoer;expert | hyponyms:angel shark;carpet shark;cat shark;cow shark;dogfish;hammerhead;mackerel shark;nurse shark;requiem shark;sand tiger;thresher;whale shark;usurer,,,六级词汇
shark,noun,/ʃɑːk/,冷酷贪婪且不诚实的人,,,,wrongdoer | expert | usurer | hypernyms:elasmobranch;wrongdoer;expert | hyponyms:angel shark;carpet shark;cat shark;cow shark;dogfish;hammerhead;mackerel shark;nurse shark;requiem shark;sand tiger;thresher;whale shark;usurer,,,六级词汇
shepherd,noun,/ˈʃɛpəd/,一位照看一群人的牧师,,sheepherder;sheepman,,herder | hypernyms:clergyman;herder | hyponyms:shepherdess,,,六级词汇
shield,noun,ʃiːld,臂铠,,buckler;carapace;shell;cuticle,,armor | scute | escutcheon;pavis | cuticula | hypernyms:protective covering;armor;scute | hyponyms:nipple shield;plate;shielding;escutcheon;pavis;cuticula,,,六级词汇
shield,noun,ʃiːld,保护性覆盖物或结构,,buckler;carapace;shell;cuticle,,armor | scute | escutcheon;pavis | cuticula | hypernyms:protective covering;armor;scute | hyponyms:nipple shield;plate;shielding;escutcheon;pavis;cuticula,,,六级词汇
shipyard,noun,/ˈʃɪp.jɑːd/,造船厂,,,,hypernyms:workplace | hyponyms:navy yard,,,六级词汇
shorthand,noun,/ˈʃɔːthænd/,速记法,,stenography;tachygraphy,,hypernyms:handwriting,,,六级词汇
shove,noun,ʃʌv,推搡（对某人或某物施加推力）；他推了一下门。,,,,hypernyms:push | hyponyms:bundling;jostle,,,六级词汇
